CLASE ACCIDENTE,FECHA,AÑO,HORA,JORNADA,DIA_SEMANA,BARRIOS-CORREGIMIENTO- VIA,DIRECCION,ZONA,AUTORIDAD,LAT,LONG,HIPOTESIS,CODIGO,CONDICION DE LA VICTIMA,GRAVEDAD,EDAD,GENERO,LESIONADOS Y MUERTOS,CLINICA,CLASE VEHICULO,MARCA,MATRICULA,TIPO DE SERVICIO,EMPRESA
DAÑOS,11/11/2022 12:00:00 AM,"2,022",1899-12-31T03:20:00.000,MADRUGADA,VIERNES,CHAPINERO,DIAGONAL 30 CALLE 14A,URBANA,TECNICO,3.51387,-76.3036,PERDIDA DEL CONTROL DEL VEHICULO,157,NO APLICA,CHOQUE OBJETO FIJO INMUEBLE,25,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,11/12/2022 12:00:00 AM,"2,022",1899-12-31T12:00:00.000,TARDE,SABADO,LAS FLORES,CARRERA 1 CALLE 30-31,URBANA,TECNICO,3.52329,-76.27853,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,82,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,11/12/2022 12:00:00 AM,"2,022",1899-12-31T12:00:00.000,TARDE,SABADO,LAS FLORES,CARRERA 1 CALLE 30-31,URBANA,TECNICO,3.52329,-76.27853,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,32,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,11/12/2022 12:00:00 AM,"2,022",1899-12-31T12:00:00.000,TARDE,SABADO,LAS FLORES,CARRERA 1 CALLE 30-31,URBANA,TECNICO,3.52329,-76.27853,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,54,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,11/12/2022 12:00:00 AM,"2,022",1899-12-31T12:00:00.000,TARDE,SABADO,LAS FLORES,CARRERA 1 CALLE 30-31,URBANA,TECNICO,3.52329,-76.27853,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,34,FEMENINA,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,11/20/2022 12:00:00 AM,"2,022",1899-12-31T08:30:00.000,MAÑANA,DOMINGO,LOS PINOS,CALLE 42 CARRERA 25,URBANA,TECNICO,3.5376,-76.29451,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,21,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,11/20/2022 12:00:00 AM,"2,022",1899-12-31T08:30:00.000,MAÑANA,DOMINGO,LOS PINOS,CALLE 42 CARRERA 25,URBANA,TECNICO,3.5376,-76.29451,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,23,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,11/20/2022 12:00:00 AM,"2,022",1899-12-31T09:00:00.000,MAÑANA,DOMINGO,DANUBIO,CALLE 34A CARRERA 17,URBANA,TECNICO,3.53069,-76.28872,DESOBEDECER SEÑAL DE PARE,112,NO APLICA,CHOQUE,65,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,11/20/2022 12:00:00 AM,"2,022",1899-12-31T09:00:00.000,MAÑANA,DOMINGO,DANUBIO,CALLE 34A CARRERA 17,URBANA,TECNICO,3.53069,-76.28872,DESOBEDECER SEÑAL DE PARE,112,NO APLICA,CHOQUE,63,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,11/21/2022 12:00:00 AM,"2,022",1899-12-31T05:50:00.000,MADRUGADA,LUNES,SANTA MARIA DEL PALMAR,CALLE 44 CARRERA 1,URBANA,TECNICO,3.54092,-76.27761,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,CHOQUE,32,FEMENINA,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,11/21/2022 12:00:00 AM,"2,022",1899-12-31T05:50:00.000,MADRUGADA,LUNES,SANTA MARIA DEL PALMAR,CALLE 44 CARRERA 1,URBANA,TECNICO,3.54092,-76.27761,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,CHOQUE,29,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,11/21/2022 12:00:00 AM,"2,022",1899-12-31T12:00:00.000,TARDE,LUNES,POPULAR MODELO,CALLE 32 CARRERA 1,URBANA,TECNICO,3.52621,-76.27783,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,CHOQUE,82,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,11/21/2022 12:00:00 AM,"2,022",1899-12-31T12:00:00.000,TARDE,LUNES,POPULAR MODELO,CALLE 32 CARRERA 1,URBANA,TECNICO,3.52621,-76.27783,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,CHOQUE,36,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,11/24/2022 12:00:00 AM,"2,022",1899-12-31T12:50:00.000,TARDE,JUEVES,URIBE,CALLE 34 CARRERA 22,URBANA,TECNICO,3.53045,-76.29338,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,44,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,11/24/2022 12:00:00 AM,"2,022",1899-12-31T12:50:00.000,TARDE,JUEVES,URIBE,CALLE 34 CARRERA 22,URBANA,TECNICO,3.53045,-76.29338,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,76,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,11/26/2022 12:00:00 AM,"2,022",1899-12-31T09:26:00.000,MAÑANA,SABADO,CENTRO,CALLE 29 CARRERA 26-50,URBANA,TECNICO,3.52588,-76.29766,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,CHOQUE,35,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,11/26/2022 12:00:00 AM,"2,022",1899-12-31T09:26:00.000,MAÑANA,SABADO,CENTRO,CALLE 29 CARRERA 26-50,URBANA,TECNICO,3.52588,-76.29766,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,CHOQUE,42,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,11/25/2022 12:00:00 AM,"2,022",1899-12-31T23:15:00.000,NOCHE,VIERNES,GUAYACANES DEL SUR,CARRERA 33 CALLE 16A,URBANA,TECNICO,3.5162,-76.30573,ADELANTAR EN SITIO PROHIBIDO,105,NO APLICA,CHOQUE,43,FEMENINA,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,11/25/2022 12:00:00 AM,"2,022",1899-12-31T23:15:00.000,NOCHE,VIERNES,GUAYACANES DEL SUR,CARRERA 33 CALLE 16A,URBANA,TECNICO,3.5162,-76.30573,ADELANTAR EN SITIO PROHIBIDO,105,NO APLICA,CHOQUE,32,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,11/28/2022 12:00:00 AM,"2,022",1899-12-31T14:30:00.000,TARDE,LUNES,COLOMBINA,CALLE 27 CARRERA 16A,URBANA,TECNICO,3.52323,-76.28894,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,CHOQUE,33,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,11/28/2022 12:00:00 AM,"2,022",1899-12-31T14:30:00.000,TARDE,LUNES,COLOMBINA,CALLE 27 CARRERA 16A,URBANA,TECNICO,3.52323,-76.28894,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,CHOQUE,44,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,11/30/2022 12:00:00 AM,"2,022",1899-12-31T21:45:00.000,NOCHE,MIERCOLES,INDUSTRIAL,CALLE 42 CARRERA 35,URBANA,TECNICO,3.53874,-76.30648,GIRAR BRUSCAMENTE,122,NO APLICA,CHOQUE,23,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,11/30/2022 12:00:00 AM,"2,022",1899-12-31T21:45:00.000,NOCHE,MIERCOLES,INDUSTRIAL,CALLE 42 CARRERA 35,URBANA,TECNICO,3.53874,-76.30648,GIRAR BRUSCAMENTE,122,NO APLICA,CHOQUE,24,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,06/30/2022 12:00:00 AM,"2,022",1899-12-31T17:30:00.000,TARDE,VIERNES,LA TRINIDAD,CARRERA 25 CALLE 28,URBANA,TECNICO,3.52489,-76.29671,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,61,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,03/08/2022 12:00:00 AM,"2,022",1899-12-31T20:50:00.000,NOCHE,MARTES,ZAMORANO,CALLE 65A CARRERA 28-141,URBANA,TECNICO,3.55285,-76.29468,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,CHOQUE,65,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,04/16/2022 12:00:00 AM,"2,022",1899-12-31T20:15:00.000,NOCHE,SABADO,ESTONIA,CARRERA 32 CALLE 45-14,URBANA,TECNICO,3.54065,-76.3007,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,CHOQUE,55,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,08/02/2022 12:00:00 AM,"2,022",1899-12-31T10:10:00.000,MAÑANA,MARTES,ITALIA,DIAGONAL 29 TRANSVERSAL 8,URBANA,TECNICO,3.508,-76.30255,DESOBEDECER SEÑAL DE PARE,112,NO APLICA,CHOQUE,39,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,04/27/2022 12:00:00 AM,"2,022",1899-12-31T19:00:00.000,NOCHE,MIERCOLES,PARAISO,VIA PALMIRA  KM  100,URBANA,TECNICO,3.51734,-76.27444,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,40,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,10/01/2022 12:00:00 AM,"2,022",1899-12-31T16:10:00.000,TARDE,SABADO,SANTA RITA,CALLE 35 CARRERA 27,URBANA,TECNICO,3.53183,-76.29717,DESOBEDECER SEÑAL DE PARE,112,NO APLICA,CHOQUE,47,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,07/26/2022 12:00:00 AM,"2,022",1899-12-31T10:30:00.000,MAÑANA,MARTES,SANTA RITA,CALLE 34 CARRERA 27,URBANA,TECNICO,3.5307,-76.29508,DESOBEDECER SEÑAL DE PARE,112,NO APLICA,CHOQUE,28,FEMENINA,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,03/02/2022 12:00:00 AM,"2,022",1899-12-31T07:30:00.000,MAÑANA,MIERCOLES,SANTA RITA,CARRERA 28 CALLE 37A,URBANA,TECNICO,3.53422,-76.2978,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,34,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,04/11/2022 12:00:00 AM,"2,022",1899-12-31T10:10:00.000,MAÑANA,LUNES,PRADO,CALLE 42 CARRERA 39-12,URBANA,TECNICO,3.53896,-76.30993,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,22,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,04/22/2022 12:00:00 AM,"2,022",1899-12-31T13:50:00.000,TARDE,VIERNES,VERSALLES,CALLE 42 CARRERA 28,URBANA,TECNICO,3.53808,-76.29739,ADELANTAR CERRANDO,103,NO APLICA,CHOQUE,22,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PUBLICO,N/A
DAÑOS,06/25/2022 12:00:00 AM,"2,022",1899-12-31T12:00:00.000,MAÑANA,SABADO,CHAPINERO,CARRERA 32 CALLE 16,URBANA,TECNICO,3.51635,-76.30489,DESOBEDECER SEÑAL DE PARE,112,NO APLICA,CHOQUE,23,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,05/03/2022 12:00:00 AM,"2,022",1899-12-31T16:54:00.000,TARDE,MARTES,BRISAS DEL BOLO,CALLE 32 CARRERA 35,URBANA,TECNICO,3.53107,-76.30514,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,48,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,05/06/2022 12:00:00 AM,"2,022",1899-12-31T22:50:00.000,NOCHE,VIERNES,CENTRO,CALLE 29 CARRERA 24,URBANA,TECNICO,3.52561,-76.29572,SEMAFORO EN ROJO,142,NO APLICA,CHOQUE,41,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,06/08/2022 12:00:00 AM,"2,022",1899-12-31T10:30:00.000,MAÑANA,MIERCOLES,OBRERO,CALLE 42 CARERAS 25 Y 26,URBANA,TECNICO,3.53763,-76.295,NO MANTENER DISTANCIA SEGURIDAD,121,MOTOCICLISTA,CHOQUE,30,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,04/25/2022 12:00:00 AM,"2,022",1899-12-31T14:00:00.000,TARDE,DOMINGO,MERCEDES,CALLE 65 CARRERA 26A-73,URBANA,TECNICO,3.55135,-76.29081,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,CHOQUE,40,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,03/18/2022 12:00:00 AM,"2,022",1899-12-31T20:30:00.000,NOCHE,VIERNES,SANTA RITA,CARRERA 29 CALLE 35,URBANA,TECNICO,3.53209,-76.29897,NO RESPETAR PRELACION,132,NO APLICA,CHOQUE,28,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,04/30/2022 12:00:00 AM,"2,022",1899-12-31T13:50:00.000,TARDE,SABADO,INDUSTRIAL,CALLE 42 CARRERA 34B-172,URBANA,TECNICO,3.53898,-76.30653,CAMBIO DE CARRIL CON O SIN INDICACION,157,NO APLICA,CHOQUE,56,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,04/29/2022 12:00:00 AM,"2,022",1899-12-31T07:30:00.000,MAÑANA,VIERNES,URIBE,CALLE 35 CARRERA 20,URBANA,TECNICO,3.5311,-76.29157,DESOBEDECER SEÑAL DE PARE,112,NO APLICA,CHOQUE,64,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,05/15/2022 12:00:00 AM,"2,022",1899-12-31T17:35:00.000,TARDE,DOMINGO,SAN ISABEL,CARRERA 28 CALLE 44-205,URBANA,TECNICO,3.53956,-76.29695,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,49,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,06/01/2022 12:00:00 AM,"2,022",1899-12-31T16:15:00.000,TARDE,MIERCOLES,BARRIO NUEVO,CARRERA 32 CALLE 23,URBANA,TECNICO,3.52149,-76.30339,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,31,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,06/12/2022 12:00:00 AM,"2,022",1899-12-31T17:00:00.000,TARDE,DOMINGO,CENTRO POBLADO LA TORRE,CALLE 10 CARRERA 17-321,RURAL,TECNICO,3.61702,-76.40839,ADELANTAR ZONA PROHIBIDAD,105,NO APLICA,CHOQUE,23,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,06/22/2022 12:00:00 AM,"2,022",1899-12-31T17:30:00.000,TARDE,MIERCOLES,ZAMORANO,CALLE 65 FRENTE No. 31B-26,URBANA,TECNICO,3.55462,-76.29827,TRANSITAR CON LAS PUERTAS ABIERTAS,154,NO APLICA,CHOQUE,51,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,04/07/2022 12:00:00 AM,"2,022",1899-12-31T16:00:00.000,TARDE,JUEVES,SAN CAYETANO,CALLE 42 CARRERA 26-53,URBANA,TECNICO,3.53784,-76.29591,NO RESPETAR PRELACION,132,NO APLICA,CHOQUE,32,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,05/18/2022 12:00:00 AM,"2,022",1899-12-31T09:30:00.000,MAÑANA,MIERCOLES,ZAMORANO,CARRERA 28 CALLE 69C,URBANA,TECNICO,3.55621,-76.29158,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,25,FEMENINA,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,05/03/2022 12:00:00 AM,"2,022",1899-12-31T10:40:00.000,MAÑANA,MARTES,COLOMBIA,CALLE 33 CARRERA 33,URBANA,TECNICO,3.53104,-76.303,SEMAFORO EN ROJO,142,NO APLICA,CHOQUE,58,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PUBLICO,N/A
DAÑOS,07/10/2022 12:00:00 AM,"2,022",1899-12-31T17:10:00.000,TARDE,DOMINGO,ALFONSO LOPEZ,CALLE 42 CARRERA 32,URBANA,TECNICO,3.53837,-76.30089,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,18,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,06/25/2022 12:00:00 AM,"2,022",1899-12-31T12:00:00.000,MAÑANA,SABADO,CHAPINERO,CARRERA 32 CALLE 16,URBANA,TECNICO,3.51635,-76.30489,DESOBEDECER SEÑAL DE PARE,112,NO APLICA,CHOQUE,19,FEMENINA,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,05/12/2022 12:00:00 AM,"2,022",1899-12-31T16:20:00.000,TARDE,JUEVES,SANTA RITA,CARRERA 28 CALLE 33-19,URBANA,TECNICO,3.53071,-76.29834,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,32,FEMENINA,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,04/19/2022 12:00:00 AM,"2,022",1899-12-31T13:00:00.000,TARDE,MARTES,LORETO,CALLE 37 CARRERA 34,URBANA,TECNICO,3.5345,-76.30354,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,36,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,05/12/2022 12:00:00 AM,"2,022",1899-12-31T16:20:00.000,TARDE,JUEVES,SANTA RITA,CARRERA 28 CALLE 33-19,URBANA,TECNICO,3.53071,-76.29834,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,36,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PUBLICO,N/A
DAÑOS,10/01/2022 12:00:00 AM,"2,022",1899-12-31T16:10:00.000,TARDE,SABADO,SANTA RITA,CALLE 35 CARRERA 27,URBANA,TECNICO,3.53183,-76.29717,DESOBEDECER SEÑAL DE PARE,112,NO APLICA,CHOQUE,30,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,10/21/2022 12:00:00 AM,"2,022",1899-12-31T15:40:00.000,TARDE,VIERNES,LORETTO,CARRERA 35 CALLE 36-25,URBANA,TECNICO,3.53444,-76.30575,REALIZAR MANIOBRAS PELIGROSAS,157,NO APLICA,CHOQUE,31,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,06/03/2022 12:00:00 AM,"2,022",1899-12-31T21:15:00.000,NOCHE,VIERNES,ALTAMIRA,CALLE 48 CARRERA 25A,URBANA,TECNICO,3.54343,-76.2939,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,CHOQUE,26,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,04/22/2022 12:00:00 AM,"2,022",1899-12-31T21:30:00.000,MAÑANA,VIERNES,ZAMORANO,CALLE 65 DIAGONAL 31,URBANA,TECNICO,3.55471,-76.29748,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,33,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,06/10/2022 12:00:00 AM,"2,022",1899-12-31T07:30:00.000,MAÑANA,VIERNES,SESQUI,CARRERA 32 UNIVERSIDAD NACIONAL,URBANA,TECNICO,3.51164,-76.30664,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,33,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,02/07/2022 12:00:00 AM,"2,022",1899-12-31T09:40:00.000,MAÑANA,LUNES,PORTAL DE LAS PALMAS,CARRERA 45A CALLE 49-44,URBANA,TECNICO,3.54369,-76.31716,NO SABER MANIOBRAR EN UNA SITUACION DE PELIGRO,157,NO APLICA,CHOQUE,29,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,02/11/2022 12:00:00 AM,"2,022",1899-12-31T14:30:00.000,TARDE,VIERNES,BENEDICTA,CARRERA 34B CALLE 48A,URBANA,TECNICO,3.54357,-76.30358,FRENAR BRUSCAMENTE,119,NO APLICA,CHOQUE,31,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,03/06/2022 12:00:00 AM,"2,022",1899-12-31T14:50:00.000,TARDE,DOMINGO,SANTA RITA,CARRERA 27 CALLE 38,URBANA,TECNICO,3.53466,-76.29673,DESOBEDECER SEÑAL DE PARE,112,NO APLICA,CHOQUE,21,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,04/05/2022 12:00:00 AM,"2,022",1899-12-31T17:50:00.000,TARDE,MARTES,BERLIN,CARRERA 32 CALLE 43,URBANA,TECNICO,3.53914,-76.30076,TRANSITAR EN CONTRA VIA,127,NO APLICA,CHOQUE,44,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PUBLICO,N/A
DAÑOS,04/17/2022 12:00:00 AM,"2,022",1899-12-31T10:25:00.000,MAÑANA,DOMINGO,COLOMBIA,CALLE 33 CARRERA 30,URBANA,TECNICO,3.53059,-76.3001,SEMAFORO EN ROJO,142,NO APLICA,CHOQUE,38,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,04/09/2022 12:00:00 AM,"2,022",1899-12-31T10:30:00.000,MAÑANA,SABADO,SANTA TERESITA,CARRERA 35 CALLE 49-50,URBANA,TECNICO,3.54399,-76.30758,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,31,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,06/29/2022 12:00:00 AM,"2,022",1899-12-31T18:20:00.000,TARDE,MIERCOLES,POMONA,CARRERA 35 CALLE 32,URBANA,TECNICO,3.53105,-76.30513,NO RESPETAR PRELACION,132,NO APLICA,CHOQUE,28,FEMENINA,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,05/15/2022 12:00:00 AM,"2,022",1899-12-31T17:35:00.000,TARDE,DOMINGO,SAN ISABEL,CARRERA 28 CALLE 44-205,URBANA,TECNICO,3.53956,-76.29695,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,45,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,04/08/2022 12:00:00 AM,"2,022",1899-12-31T10:45:00.000,MAÑANA,VIERNES,SANTA RITA,CALLE 33 CARRERA 27 -40,URBANA,TECNICO,3.53023,-76.29793,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,48,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,05/15/2022 12:00:00 AM,"2,022",1899-12-31T17:35:00.000,TARDE,DOMINGO,SAN ISABEL,CARRERA 28 CALLE 44-205,URBANA,TECNICO,3.53956,-76.29695,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,45,FEMENINA,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,07/22/2022 12:00:00 AM,"2,022",1899-12-31T13:42:00.000,TARDE,VIERNES,OLIMPICO,CALLE 27 CARRERA 34,URBANA,TECNICO,3.52148,-76.30358,CAMBIO DE CARRIL CON O SIN INDICACION,157,NO APLICA,CHOQUE,45,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,05/24/2022 12:00:00 AM,"2,022",1899-12-31T08:50:00.000,MAÑANA,MARTES,SANTA BARBARA,CALLE 31 CARRERA 41-42,URBANA,TECNICO,3.52992,-76.31246,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,39,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,05/09/2022 12:00:00 AM,"2,022",1899-12-31T19:00:00.000,NOCHE,LUNES,ZAMORANO,CARRERA 28 CALLE 65 -66,URBANA,TECNICO,3.553,-76.29317,POR ESTABLECER,157,NO APLICA,CHOQUE,31,FEMENINA,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,04/29/2022 12:00:00 AM,"2,022",1899-12-31T15:10:00.000,TARDE,VIERNES,ALTAMIRA,CALLE 48 CARRERA 25,URBANA,TECNICO,3.54343,-76.29345,DESOBEDECER SEÑAL DE PARE,112,NO APLICA,CHOQUE,26,FEMENINA,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,03/31/2022 12:00:00 AM,"2,022",1899-12-31T08:00:00.000,MAÑANA,JUEVES,SANTA RITA,CARRERA 28 CALLE 38-40,URBANA,TECNICO,3.53537,-76.29763,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,29,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,03/27/2022 12:00:00 AM,"2,022",1899-12-31T07:10:00.000,MAÑANA,DOMINGO,ZAMORANO,DIAGONAL 63 CARRERA 33 -10,URBANA,TECNICO,3.55756,-76.30087,TRANSITAR EN CONTRA VIA,127,NO APLICA,CHOQUE,59,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,07/12/2022 12:00:00 AM,"2,022",1899-12-31T11:20:00.000,MAÑANA,MARTES,SANTA RITA,CALLE 33 CARRERA 27-28,URBANA,TECNICO,3.53023,-76.29799,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,42,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PUBLICO,N/A
