CLASE ACCIDENTE,FECHA,AÑO,HORA,JORNADA,DIA_SEMANA,BARRIOS-CORREGIMIENTO- VIA,DIRECCION,ZONA,AUTORIDAD,LAT,LONG,HIPOTESIS,CODIGO,CONDICION DE LA VICTIMA,GRAVEDAD,EDAD,GENERO,LESIONADOS Y MUERTOS,CLINICA,CLASE VEHICULO,MARCA,MATRICULA,TIPO DE SERVICIO,EMPRESA
DAÑOS,04/02/2022 12:00:00 AM,"2,022",1899-12-31T18:30:00.000,NOCHE,SABADO,SAN PEDRO,CALLE 42 CARRERA 18-39,URBANA,TECNICO,3.53701,-76.29008,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,CHOQUE,54,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,03/30/2022 12:00:00 AM,"2,022",1899-12-31T13:30:00.000,TARDE,MIERCOLES,CENTRO,CALLE 27 CARRERA 30-27,URBANA,TECNICO,3.52481,-76.3018,ARRANCAR SIN PRECAUCION,143,NO APLICA,CHOQUE,42,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,04/09/2022 12:00:00 AM,"2,022",1899-12-31T11:50:00.000,MAÑANA,SABADO,CHAPINERO SUR,DIAGONAL 4 TRASNVERSAL 31G,URBANA,TECNICO,3.50467,-76.3136,PERDIDA DEL CONTROL DEL VEHICULO,157,NO APLICA,CHOQUE,24,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,07/01/2022 12:00:00 AM,"2,022",1899-12-31T12:20:00.000,TARDE,VIERNES,BARRIO NUEVO,CARRERA 33A  CALLE 20-21,URBANA,TECNICO,3.51957,-76.30521,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,72,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,06/07/2022 12:00:00 AM,"2,022",1899-12-31T10:00:00.000,MAÑANA,MARTES,VIA CORONADO  ROZO,PUENTE MALIMBU KM 1+500 POSTE 20726,RURAL,TECNICO,3.57998,-76.32758,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,24,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,10/06/2022 12:00:00 AM,"2,022",1899-12-31T16:30:00.000,TARDE,JUEVES,MERCEDES,CALLE 54 CARRERA 28,URBANA,TECNICO,3.54662,-76.29576,PONER EN MARCHA VEHICULO SIN PRECAUCION,143,NO APLICA,CHOQUE,41,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,04/25/2022 12:00:00 AM,"2,022",1899-12-31T14:00:00.000,TARDE,DOMINGO,MERCEDES,CALLE 65 CARRERA 26A-73,URBANA,TECNICO,3.55135,-76.29081,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,CHOQUE,27,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,04/17/2022 12:00:00 AM,"2,022",1899-12-31T13:50:00.000,TARDE,DOMINGO,CENTRO,CARRERA 28 CALLE 32-18,URBANA,TECNICO,3.5288,-76.29858,PONER EN MARCHA VEHICULO SIN PRECAUCION,143,NO APLICA,CHOQUE,40,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,05/31/2022 12:00:00 AM,"2,022",1899-12-31T18:30:00.000,TARDE,MARTES,FLORES,CALLE 30 CARRERA 4,URBANA,TECNICO,3.52276,-76.28008,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,67,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,04/26/2022 12:00:00 AM,"2,022",1899-12-31T08:20:00.000,MAÑANA,MARTES,ESTONIA,CARRERA 34C CALLE 44 -106,URBANA,TECNICO,3.54022,-76.30234,REVERSO IMPRUDENTE,134,NO APLICA,CHOQUE,51,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,04/29/2022 12:00:00 AM,"2,022",1899-12-31T18:20:00.000,NOCHE,VIERNES,CENTRO POBLADO ROZO,CALLE 10 N 14-58,RURAL,TECNICO,3.61494,-76.39,ADELANTAR INVADIENDO CARRIL,104,NO APLICA,CHOQUE,39,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,08/15/2022 12:00:00 AM,"2,022",1899-12-31T15:00:00.000,TARDE,LUNES,SANTA BARBARA,CALLE 31 CARRERA 38,URBANA,TECNICO,3.5293,-76.30787,GIRAR BRUSCAMENTE,122,NO APLICA,CHOQUE,33,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,06/05/2022 12:00:00 AM,"2,022",1899-12-31T13:00:00.000,TARDE,DOMINGO,MUNICIPAL,CARRERA 1 CALLE 31 30,URBANA,TECNICO,3.5252,-76.27808,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,24,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,07/29/2022 12:00:00 AM,"2,022",1899-12-31T12:30:00.000,TARDE,VIERNES,CENTRO,CALLE 29 CARRERA 28,URBANA,TECNICO,3.52607,-76.29906,ADELANTAR CERRANDO,103,NO APLICA,CHOQUE,46,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,03/28/2022 12:00:00 AM,"2,022",1899-12-31T16:30:00.000,TARDE,LUNES,SIMON BOLIVAR,CARRERA 38 CALLE 55,URBANA,TECNICO,3.54684,-76.31015,NO RESPETAR PRELACION,123,NO APLICA,CHOQUE,61,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,03/06/2022 12:00:00 AM,"2,022",1899-12-31T14:50:00.000,TARDE,DOMINGO,SANTA RITA,CARRERA 27 CALLE 38,URBANA,TECNICO,3.53466,-76.29673,DESOBEDECER SEÑAL DE PARE,112,NO APLICA,CHOQUE,26,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,06/21/2022 12:00:00 AM,"2,022",1899-12-31T07:00:00.000,MAÑANA,MARTES,JORGE ELIECER GAITAN,CALLE 42 FRENTE AL No. 34b-10,URBANA,TECNICO,3.5388,-76.30477,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,37,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PUBLICO,N/A
DAÑOS,05/30/2022 12:00:00 AM,"2,022",1899-12-31T14:40:00.000,TARDE,LUNES,RINCON DE LAS FLORES,CARRERA 12 CALLE 20,URBANA,TECNICO,3.51823,-76.2857,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,CHOQUE,59,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,05/19/2022 12:00:00 AM,"2,022",1899-12-31T15:40:00.000,TARDE,JUEVES,VERSALLES,CALLE 42 CARRERA 25-16,URBANA,TECNICO,3.53764,-76.29457,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,57,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,03/08/2022 12:00:00 AM,"2,022",1899-12-31T11:15:00.000,MAÑANA,MARTES,SAN PEDRO,CALLE 37 CARRERA 19,URBANA,TECNICO,3.53274,-76.2905,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,56,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PUBLICO,N/A
DAÑOS,03/12/2022 12:00:00 AM,"2,022",1899-12-31T12:00:00.000,TARDE,SABADO,VERSALLES,CALLE 42 CARRERA 28,URBANA,TECNICO,3.53811,-76.29737,PONER EN MARCHA VEHICULO SIN PRECAUCION,145,NO APLICA,CHOQUE,41,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,06/01/2022 12:00:00 AM,"2,022",1899-12-31T18:30:00.000,NOCHE,MIERCOLES,SAN PEDRO,CARRERA 19 CALLE 41,URBANA,TECNICO,3.53642,-76.29062,ADELANTAR CERRANDO,103,NO APLICA,CHOQUE,28,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,04/09/2022 12:00:00 AM,"2,022",1899-12-31T11:50:00.000,MAÑANA,SABADO,CHAPINERO SUR,DIAGONAL 4 TRASNVERSAL 31G,URBANA,TECNICO,3.50467,-76.3136,PERDIDA DEL CONTROL DEL VEHICULO,157,NO APLICA,CHOQUE,24,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,06/30/2022 12:00:00 AM,"2,022",1899-12-31T17:30:00.000,TARDE,VIERNES,LA TRINIDAD,CARRERA 25 CALLE 28,URBANA,TECNICO,3.52489,-76.29671,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,44,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PUBLICO,N/A
DAÑOS,10/06/2022 12:00:00 AM,"2,022",1899-12-31T16:30:00.000,TARDE,JUEVES,MERCEDES,CALLE 54 CARRERA 28,URBANA,TECNICO,3.54662,-76.29576,PONER EN MARCHA VEHICULO SIN PRECAUCION,143,NO APLICA,CHOQUE,39,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,06/13/2022 12:00:00 AM,"2,022",1899-12-31T21:00:00.000,NOCHE,LUNES,CENTRO POBLADO ROZO,CALLE 10 CARRERA 14A-139,RURAL,TECNICO,3.61499,-76.39058,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,62,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,04/22/2022 12:00:00 AM,"2,022",1899-12-31T21:30:00.000,MAÑANA,VIERNES,ZAMORANO,CALLE 65 DIAGONAL 31,URBANA,TECNICO,3.55471,-76.29748,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,50,FEMENINA,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,05/27/2022 12:00:00 AM,"2,022",1899-12-31T18:55:00.000,NOCHE,VIERNES,FRAY LUIS,CALLE 42 CARRERA 39,URBANA,TECNICO,3.53862,-76.31785,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,46,FEMENINA,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,07/01/2022 12:00:00 AM,"2,022",1899-12-31T17:20:00.000,TARDE,VIERNES,POPULAR MODELO,CARRERA 1 CALLE 32 -33,URBANA,TECNICO,3.52753,-76.27748,PONER EN MARCHA VEHICULO SIN PRECAUCION,143,NO APLICA,CHOQUE,17,FEMENINA,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,07/13/2022 12:00:00 AM,"2,022",1899-12-31T18:30:00.000,NOCHE,MIERCOLES,CENTRO POBLADO LA HERRADURA,CASA 85,RURAL,TECNICO,3.53693,-76.34983,REVERSO IMPRUDENTE,134,NO APLICA,CHOQUE,32,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,02/03/2022 12:00:00 AM,"2,022",1899-12-31T07:10:00.000,MAÑANA,JUEVES,SANTA BARBARA,CALLE 31 CARRERA 43 -41,URBANA,TECNICO,3.53001,-76.31343,ADELANTAR POR LA DERECHA,102,NO APLICA,CHOQUE,52,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PUBLICO,N/A
DAÑOS,07/01/2022 12:00:00 AM,"2,022",1899-12-31T18:10:00.000,NOCHE,VIERNES,URIBE,CALLE 33 CARRERA 20,URBANA,TECNICO,3.52934,-76.29176,DESOBEDECER SEÑAL DE PARE,112,NO APLICA,CHOQUE,65,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,04/09/2022 12:00:00 AM,"2,022",1899-12-31T10:30:00.000,MAÑANA,SABADO,SANTA TERESITA,CARRERA 35 CALLE 49-50,URBANA,TECNICO,3.54399,-76.30758,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,47,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PUBLICO,N/A
DAÑOS,05/14/2022 12:00:00 AM,"2,022",1899-12-31T21:00:00.000,NOCHE,SABADO,VERSALLES,CALLE 42 CARRERA 28,URBANA,TECNICO,3.5379,-76.29739,MAL USO DEL CARRIL,157,NO APLICA,CHOQUE,58,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,06/02/2022 12:00:00 AM,"2,022",1899-12-31T19:00:00.000,NOCHE,JUEVES,LOS PINOS,CALLE 42 CARRERA 22,URBANA,TECNICO,3.53727,-76.29241,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,52,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PUBLICO,N/A
DAÑOS,03/23/2022 12:00:00 AM,"2,022",1899-12-31T16:30:00.000,TARDE,MIERCOLES,CENTRO,CALLE 32 CARRERA 25,URBANA,TECNICO,3.52847,-76.29614,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,CHOQUE,34,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,05/14/2022 12:00:00 AM,"2,022",1899-12-31T15:40:00.000,TARDE,SABADO,BERLIN,CALLE 42 CARRERA 31-80,URBANA,TECNICO,3.53838,-76.30038,REVERSO IMPRUDENTE,134,NO APLICA,CHOQUE,34,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,05/26/2022 12:00:00 AM,"2,022",1899-12-31T23:00:00.000,NOCHE,JUEVES,CENTRO,CALLE 28 CARRERA 32-33,URBANA,TECNICO,3.52591,-76.30321,TRANSITAR POR ZONAS PROHIBIDAS,157,NO APLICA,OTRO,43,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PUBLICO,N/A
DAÑOS,03/13/2022 12:00:00 AM,"2,022",1899-12-31T09:40:00.000,MAÑANA,DOMINGO,MONTECLARO,CARRERA 28 CALLE 74,URBANA,TECNICO,3.55977,-76.29091,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,CHOQUE,48,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,07/17/2022 12:00:00 AM,"2,022",1899-12-31T11:45:00.000,MAÑANA,DOMINGO,CENTRO,CALLE 29 CARRERA 33,URBANA,TECNICO,3.5267,-76.30344,DESOBEDECER SEÑAL DE PARE,112,NO APLICA,CHOQUE,60,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,02/11/2022 12:00:00 AM,"2,022",1899-12-31T22:30:00.000,NOCHE,VIERNES,FLORES,CALLE 30 CARRERA 3,URBANA,TECNICO,3.52226,-76.27945,ADELANTAR ZONA PROHIBIDAD,105,NO APLICA,CHOQUE,17,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,04/18/2022 12:00:00 AM,"2,022",1899-12-31T17:00:00.000,TARDE,LUNES,CHAPINERO SUR,CARRERA 32 DIAGONAL 4,URBANA,TECNICO,3.50563,-76.31448,ADELANTAR POR LA DERECHA,102,NO APLICA,CHOQUE,46,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,07/14/2022 12:00:00 AM,"2,022",1899-12-31T18:20:00.000,NOCHE,JUEVES,PRIMERO DE MAYO,CALLE 42 CARRERA 19,URBANA,TECNICO,3.53706,-76.2906,SEMAFORO EN ROJO,142,NO APLICA,CHOQUE,23,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,02/07/2022 12:00:00 AM,"2,022",1899-12-31T14:10:00.000,TARDE,MIERCOLES,PRADO,CALLE 42 CARRERA 43 -44,URBANA,TECNICO,3.53887,-76.31334,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,28,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,06/23/2022 12:00:00 AM,"2,022",1899-12-31T10:15:00.000,MAÑANA,JUEVES,OBRERO,CARRERA 29 CALLE 36-29,URBANA,TECNICO,3.53291,-76.29887,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,31,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,05/16/2022 12:00:00 AM,"2,022",1899-12-31T04:50:00.000,MADRUGADA,LUNES,CENTRO,CALLE 31 CARRERA 32,URBANA,TECNICO,3.52853,-76.30229,SEMAFORO EN ROJO,142,NO APLICA,CHOQUE,22,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,04/01/2022 12:00:00 AM,"2,022",1899-12-31T17:00:00.000,TARDE,VIERNES,PRADO,CALLE 41 CARRERA 41,URBANA,TECNICO,3.53784,-76.31145,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,40,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,03/02/2022 12:00:00 AM,"2,022",1899-12-31T09:15:00.000,MAÑANA,MIERCOLES,FLORES,CARRERA 2 CALLE 25,URBANA,TECNICO,3.52055,-76.2785,DESOBEDECER SEÑAL DE PARE,112,NO APLICA,CHOQUE,28,FEMENINA,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,06/02/2022 12:00:00 AM,"2,022",1899-12-31T10:30:00.000,MAÑANA,JUEVES,CENTRO,CALLE 32 A CARRERA 27,URBANA,TECNICO,3.52857,-76.29773,NO PREVEER LA ALTURA,157,NO APLICA,CHOQUE REDES ELECTRICAS,29,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PUBLICO,N/A
DAÑOS,04/05/2022 12:00:00 AM,"2,022",1899-12-31T14:00:00.000,TARDE,MARTES,CENTRO,CALLE 28 CARRERA 25 -56,URBANA,TECNICO,3.52495,-76.29705,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,CHOQUE,67,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,05/18/2022 12:00:00 AM,"2,022",1899-12-31T07:00:00.000,MAÑANA,MIERCOLES,DANUBIO,CALLE 33 CARRERA 19,URBANA,TECNICO,3.52923,-76.29041,ADELANTAR POR LA DERECHA,102,NO APLICA,CHOQUE,26,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,07/12/2022 12:00:00 AM,"2,022",1899-12-31T13:50:00.000,TARDE,MARTES,INGENIO MANUELITA,KM 7,RURAL,TECNICO,3.58374,-76.29936,REVERSO IMPRUDENTE,134,NO APLICA,CHOQUE VEHICULO ESTACIONADO,20,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,06/25/2022 12:00:00 AM,"2,022",1899-12-31T22:50:00.000,NOCHE,SABADO,MUNICIPAL,CARRERA 1 CALLE 31 30,URBANA,TECNICO,3.52506,-76.27813,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,37,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,04/06/2022 12:00:00 AM,"2,022",1899-12-31T15:40:00.000,TARDE,MIERCOLES,PRADO,CARRERA 41 CALLE 35,URBANA,TECNICO,3.53228,-76.31135,SEMAFORO EN ROJO,142,NO APLICA,CHOQUE,36,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,06/22/2022 12:00:00 AM,"2,022",1899-12-31T17:30:00.000,TARDE,MIERCOLES,ZAMORANO,CALLE 65 FRENTE No. 31B-26,URBANA,TECNICO,3.55462,-76.29827,TRANSITAR CON LAS PUERTAS ABIERTAS,154,NO APLICA,CHOQUE,36,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PUBLICO,N/A
DAÑOS,05/03/2022 12:00:00 AM,"2,022",1899-12-31T17:20:00.000,TARDE,MARTES,VIA PALMIRA TIENDA NUEVA,KM 3,RURAL,TECNICO,3.5492,-76.24723,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,31,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,04/26/2022 12:00:00 AM,"2,022",1899-12-31T08:20:00.000,MAÑANA,MARTES,ESTONIA,CARRERA 34C CALLE 44 -106,URBANA,TECNICO,3.54022,-76.30234,REVERSO IMPRUDENTE,134,NO APLICA,CHOQUE,39,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PUBLICO,N/A
DAÑOS,02/16/2022 12:00:00 AM,"2,022",1899-12-31T19:00:00.000,NOCHE,MIERCOLES,RIVERA ESCOBAR,CARRERA 36 CALLE 30-54,URBANA,TECNICO,3.52782,-76.30683,ESTACIONAR SIN SEGURIDAD,125,NO APLICA,CHOQUE,30,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,06/24/2022 12:00:00 AM,"2,022",1899-12-31T19:00:00.000,NOCHE,VIERNES,OLIMPICO,CALLE 26 CARRERA 42,URBANA,TECNICO,3.52524,-76.31237,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,34,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,06/26/2022 12:00:00 AM,"2,022",1899-12-31T12:50:00.000,TARDE,DOMINGO,FRAY LUIS,CALLE 42 CARRERA 37-63,URBANA,TECNICO,3.53888,-76.30827,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,37,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,05/05/2022 12:00:00 AM,"2,022",1899-12-31T16:20:00.000,TARDE,JUEVES,VERSALLES,CARRERA 28 CALLE 41-68,URBANA,TECNICO,3.53778,-76.29723,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,35,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,06/25/2022 12:00:00 AM,"2,022",1899-12-31T13:00:00.000,TARDE,SABADO,VIA CORONADO  ROZO,KM10 FRENTE A METALES DE COLOMBIA,RURAL,TECNICO,3.59503,-76.3733,POR ESTABLECER,157,NO APLICA,CHOQUE,48,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,04/17/2022 12:00:00 AM,"2,022",1899-12-31T13:50:00.000,TARDE,DOMINGO,CENTRO,CARRERA 28 CALLE 32-18,URBANA,TECNICO,3.5288,-76.29858,PONER EN MARCHA VEHICULO SIN PRECAUCION,143,NO APLICA,CHOQUE,65,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PUBLICO,N/A
DAÑOS,08/15/2022 12:00:00 AM,"2,022",1899-12-31T15:00:00.000,TARDE,LUNES,PALMIRA LOS CEIBOS,KM 15 + 197 MTS,URBANA,TECNICO,3.61753,-76.19939,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,47,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,06/13/2022 12:00:00 AM,"2,022",1899-12-31T16:30:00.000,TARDE,LUNES,VERSALLES,CALLE 43 CARRERA 28,URBANA,TECNICO,3.5392,-76.29086,REALIZAR GIRO SIN TOMAR PRECAUCIONES,157,NO APLICA,CHOQUE,40,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PUBLICO,N/A
DAÑOS,03/04/2022 12:00:00 AM,"2,022",1899-12-31T13:00:00.000,TARDE,VIERNES,LOS PINOS,CALLE 42 CARRERA 20-15,URBANA,TECNICO,3.53717,-76.29123,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,CHOQUE,43,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,04/21/2022 12:00:00 AM,"2,022",1899-12-31T00:30:00.000,MADRUGADA,JUEVES,CENTRO,CALLE 28 CARRERA 32,URBANA,TECNICO,3.52584,-76.30269,NO RESPETAR PRELACION,132,NO APLICA,CHOQUE,30,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,04/27/2022 12:00:00 AM,"2,022",1899-12-31T18:50:00.000,NOCHE,MIERCOLES,OLIMPICO,CALLE 27 CARRERA 35-65,URBANA,TECNICO,3.52559,-76.30644,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,CHOQUE,37,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,07/17/2022 12:00:00 AM,"2,022",1899-12-31T11:45:00.000,MAÑANA,DOMINGO,CENTRO,CALLE 29 CARRERA 33,URBANA,TECNICO,3.5267,-76.30344,DESOBEDECER SEÑAL DE PARE,112,NO APLICA,CHOQUE,43,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,04/08/2022 12:00:00 AM,"2,022",1899-12-31T10:45:00.000,MAÑANA,VIERNES,SANTA RITA,CALLE 33 CARRERA 27 -40,URBANA,TECNICO,3.53023,-76.29793,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,40,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,07/29/2022 12:00:00 AM,"2,022",1899-12-31T12:30:00.000,TARDE,VIERNES,CENTRO,CALLE 29 CARRERA 28,URBANA,TECNICO,3.52607,-76.29906,ADELANTAR CERRANDO,103,NO APLICA,CHOQUE,32,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PUBLICO,N/A
DAÑOS,10/02/2022 12:00:00 AM,"2,022",1899-12-31T10:50:00.000,MAÑANA,DOMINGO,CENTRO,CALLE 27 CARRERA 31,URBANA,TECNICO,3.52486,-76.30209,DESOBEDECER SEÑAL DE PARE,112,NO APLICA,CHOQUE,29,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,03/01/2022 12:00:00 AM,"2,022",1899-12-31T20:30:00.000,NOCHE,DOMINGO,RIVERA ESCOBAR,CALLE 31 CARRERA 36,URBANA,TECNICO,3.5291,-76.30653,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,24,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,07/10/2022 12:00:00 AM,"2,022",1899-12-31T17:10:00.000,TARDE,DOMINGO,ALFONSO LOPEZ,CALLE 42 CARRERA 32,URBANA,TECNICO,3.53837,-76.30089,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,44,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PARTICULAR,N/A
DAÑOS,07/28/2022 12:00:00 AM,"2,022",1899-12-31T08:30:00.000,MAÑANA,JUEVES,VERSALLES,CALLE 42 CARRERA 28-06,URBANA,TECNICO,3.53781,-76.29727,PONER EN MARCHA VEHICULO SIN PRECAUCION,143,NO APLICA,CHOQUE,28,MASCULINO,NO APLICA,N/A,N/A,N/A,N/A,PUBLICO,N/A
